student_id,first_name,last_name,gender,dob,grade_level,enrollment_date,parent_education_level,family_income,transport_mode
S1322,Leon,Peters,Female,2018-12-14,1,2024-08-10,Bachelor,373869,Walk
S1323,Steven,Lewis,Male,2014-11-05,6,2020-09-02,Master,251332,Walk
S1324,Richard,Jones,Male,2009-03-03,3,2022-12-05,None,360160,Bus
S1325,Kristina,Newman,Male,2017-11-02,11,2020-09-23,Bachelor,968964,Walk
S1326,William,Thomas,Female,2018-05-05,3,2021-07-17,High School,239630,Walk
S1327,Edgar,Garcia,Female,2007-10-04,1,2024-01-10,Master,431995,Walk
S1328,Terri,Oliver,Female,2014-03-07,10,2024-09-02,Bachelor,838939,Bicycle
S1329,Bianca,Medina,Male,2008-06-05,9,2024-01-30,High School,374500,Bicycle
S1330,Cheryl,Stevens,Male,2010-10-19,6,2025-01-13,PhD,511999,Bicycle
S1331,Barbara,Hardy,Female,2010-10-06,7,2024-02-17,PhD,603081,Bicycle
S1332,Jessica,Bright,Male,2007-02-01,4,2025-01-16,PhD,195121,Car
S1333,Kristina,Banks,Male,2009-06-22,11,2024-10-02,Master,966578,Car
S1334,Nicholas,Brown,Male,2014-07-13,12,2022-06-26,PhD,942512,Bus
S1335,Richard,White,Female,2006-09-22,2,2022-05-05,High School,336042,Bicycle
S1336,Kristin,Charles,Male,2010-02-10,7,2021-01-27,None,282823,Bicycle
S1337,Dominic,Sanders,Female,2006-10-27,1,2024-05-14,Master,105843,Bicycle
S1338,Danielle,Contreras,Female,2009-09-23,4,2021-10-30,Master,135569,Car
S1339,Victor,Bowers,Male,2009-02-13,1,2024-04-23,Bachelor,153896,Car
S1340,Pamela,Dixon,Male,2017-07-28,3,2025-05-17,None,350814,Bicycle
S1341,Molly,Berry,Male,2013-05-20,12,2023-08-03,Master,520392,Bus
S1342,Kathleen,Anderson,Male,2019-08-02,1,2022-07-08,Bachelor,276130,Walk
S1343,Caroline,Williams,Female,2007-07-12,2,2024-07-16,Bachelor,299183,Car
S1344,Robin,King,Male,2016-02-11,1,2023-03-20,High School,490218,Bicycle
S1345,Steven,Camacho,Male,2011-03-27,2,2025-05-13,Master,675726,Bus
S1346,John,Lewis,Male,2013-01-12,12,2022-10-05,High School,355420,Bicycle
S1347,Maria,Whitney,Male,2009-02-05,10,2024-08-11,Bachelor,302249,Bicycle
S1348,Gary,Walker,Male,2012-11-11,11,2021-07-20,None,598913,Car
S1349,Linda,Smith,Male,2018-09-01,9,2022-09-04,PhD,581971,Bus
S1350,Justin,James,Female,2015-04-29,8,2021-12-21,None,716549,Bicycle
S1351,Jerome,King,Female,2018-06-03,5,2023-03-04,None,424440,Bus
S1352,Tammy,Thomas,Female,2009-03-08,4,2025-06-15,None,858977,Car
S1353,Shannon,Wright,Male,2008-09-21,1,2020-10-20,Bachelor,622536,Car
S1354,Joshua,Moore,Male,2006-12-24,11,2021-08-13,Master,779168,Bicycle
S1355,Maxwell,Jones,Male,2017-06-17,3,2024-11-21,None,800827,Bicycle
S1356,Sarah,Allen,Male,2011-02-09,5,2025-08-22,High School,95934,Walk
S1357,Elizabeth,Lewis,Male,2012-03-25,6,2025-07-13,Bachelor,590418,Bicycle
S1358,David,Sanders,Female,2015-08-07,5,2020-10-14,None,839882,Walk
S1359,Joseph,Jackson,Female,2019-05-12,6,2024-05-23,None,957855,Car
S1360,Philip,Brown,Female,2010-05-14,2,2025-07-02,Bachelor,508176,Bicycle
S1361,Kristina,Kelly,Female,2013-07-14,7,2021-07-05,Bachelor,245892,Bicycle
S1362,Cheryl,Vasquez,Female,2015-08-06,6,2020-11-18,PhD,329676,Bus
S1363,Amanda,Cole,Female,2016-01-01,2,2022-11-11,Master,681718,Walk
S1364,Robert,Castro,Female,2016-09-18,6,2022-03-14,None,133958,Car
S1365,Linda,Meyer,Female,2015-04-13,5,2023-04-26,Master,681894,Bicycle
S1366,Christine,Sullivan,Male,2014-10-05,12,2021-05-08,Master,418623,Bicycle
S1367,Michael,Farrell,Male,2008-05-15,12,2023-08-23,Bachelor,694718,Bicycle
S1368,Jacob,Wallace,Female,2017-06-15,11,2023-12-16,None,128686,Bicycle
S1369,Lisa,Kline,Female,2011-01-25,9,2022-08-15,High School,82653,Walk
S1370,Jennifer,Baird,Female,2018-03-04,1,2025-04-10,High School,120499,Walk
S1371,Nicole,Miller,Female,2011-03-03,6,2021-06-08,Master,644799,Bus
S1372,Carolyn,Koch,Male,2015-01-21,11,2021-12-31,Master,438984,Car
S1373,Kyle,Ellis,Female,2018-10-29,2,2021-04-01,PhD,194383,Car
S1374,Robin,Webster,Female,2013-10-06,6,2024-05-28,Bachelor,311736,Bus
S1375,Andre,Shannon,Male,2012-09-22,12,2020-09-29,High School,573285,Bicycle
S1376,Jacob,Castillo,Male,2017-04-09,5,2025-04-01,Bachelor,788237,Bicycle
S1377,John,Mccall,Male,2017-03-31,10,2021-11-12,Bachelor,777691,Bicycle
S1378,Jeff,Malone,Male,2017-03-09,2,2021-01-26,High School,944253,Bus
S1379,Emily,Lin,Female,2009-02-14,3,2022-08-17,Master,142055,Car
S1380,Mary,Ramirez,Female,2010-04-28,12,2022-12-02,None,626713,Car
S1381,Curtis,Ross,Female,2012-11-24,3,2023-12-24,High School,882250,Car
S1382,Michael,Vaughn,Male,2018-04-10,2,2023-09-12,High School,880541,Walk
S1383,Amanda,Reynolds,Male,2017-01-03,8,2024-10-03,None,428427,Car
S1384,Deanna,Green,Female,2018-11-04,9,2021-05-16,High School,691674,Bus
S1385,Adam,White,Male,2008-12-11,5,2022-03-10,Master,801759,Bicycle
S1386,Richard,Valdez,Female,2006-11-23,7,2022-01-20,PhD,127333,Walk
S1387,Laura,Thomas,Female,2016-03-25,11,2024-06-27,None,521832,Bicycle
S1388,Bryan,Schmitt,Female,2017-02-03,3,2022-08-04,PhD,720872,Walk
S1389,Clifford,Cox,Male,2012-05-19,7,2025-02-12,PhD,960385,Bus
S1390,Kyle,Henry,Male,2014-11-15,9,2023-04-03,High School,368897,Walk
S1391,Eric,Wilson,Male,2011-06-17,6,2023-02-18,High School,412831,Car
S1392,Timothy,Vincent,Male,2019-03-20,5,2023-08-15,High School,715905,Car
S1393,Melody,Blair,Male,2017-06-21,11,2023-09-13,Bachelor,694274,Bus
S1394,Benjamin,Nielsen,Male,2018-02-22,10,2021-01-11,PhD,211684,Walk
S1395,Mark,Keller,Female,2010-01-24,10,2024-05-13,None,915322,Bus
S1396,Edward,Joseph,Male,2016-07-17,1,2023-03-14,PhD,327511,Walk
S1397,William,Price,Female,2011-01-13,10,2021-08-13,None,572230,Car
S1398,Nicholas,May,Female,2010-06-06,8,2021-06-23,High School,893776,Bicycle
S1399,Julie,Ford,Female,2017-12-08,8,2024-12-06,None,772063,Bus
S1400,Jessica,Hawkins,Male,2011-09-13,8,2020-11-27,Master,557774,Bicycle
S1401,Eric,Diaz,Male,2012-08-10,6,2024-12-31,PhD,200647,Car
S1402,Dawn,Salinas,Female,2015-02-06,12,2022-07-10,Bachelor,468084,Walk
S1403,Steven,Kirby,Female,2016-07-23,9,2022-03-22,PhD,161341,Car
S1404,Kathleen,Allen,Male,2019-02-02,8,2024-10-18,None,330464,Bicycle
S1405,Alex,Cohen,Male,2011-10-23,3,2021-07-13,None,103063,Car
S1406,Jonathan,Bruce,Female,2016-03-03,10,2022-04-20,Master,310330,Walk
S1407,David,Reese,Female,2016-05-06,10,2022-08-03,Bachelor,249055,Walk
S1408,Katherine,Mccormick,Female,2012-07-07,9,2024-05-23,Master,572987,Car
S1409,Carol,Patrick,Female,2008-07-24,1,2023-09-04,None,462344,Bicycle
S1410,Sharon,Landry,Male,2010-04-18,4,2023-11-14,PhD,420037,Bus
S1411,David,Hunter,Male,2013-01-02,5,2023-07-08,Master,676543,Bicycle
S1412,Daniel,Smith,Female,2008-03-08,9,2021-11-12,None,938324,Bus
S1413,James,Sheppard,Female,2010-05-24,3,2024-03-27,Bachelor,812847,Car
S1414,Teresa,Grant,Female,2012-09-16,6,2024-10-18,None,470040,Bus
S1415,Megan,Diaz,Male,2014-02-18,6,2024-11-06,PhD,352620,Bus
S1416,Kim,Gutierrez,Female,2009-04-06,9,2021-03-02,Master,851535,Car
S1417,Antonio,Osborn,Male,2010-01-19,3,2023-05-19,None,463037,Car
S1418,Justin,Hamilton,Female,2013-08-28,9,2024-09-07,Bachelor,841638,Walk
S1419,Jason,Crawford,Male,2012-07-28,10,2020-09-05,PhD,470884,Bus
S1420,Bradley,Sims,Male,2018-06-24,1,2025-01-21,High School,798255,Car
S1421,Laurie,Daniels,Female,2015-05-06,9,2023-10-28,Master,206175,Walk
S1422,Stacey,Snyder,Female,2009-02-24,10,2025-07-11,Bachelor,220395,Bicycle
S1423,Emma,Vazquez,Female,2017-11-10,10,2021-09-06,Bachelor,581958,Bicycle
S1424,Michael,Benitez,Female,2012-06-29,8,2025-01-17,None,436251,Car
S1425,Logan,Perry,Male,2016-09-14,7,2024-09-20,PhD,372623,Bus
S1426,Michael,Bell,Female,2012-10-06,5,2022-03-08,PhD,655693,Walk
S1427,Jonathan,Morris,Male,2006-10-27,10,2020-10-19,Master,228794,Bicycle
S1428,April,Gonzales,Male,2010-03-16,11,2021-12-13,High School,83104,Bus
S1429,Cassandra,Cruz,Male,2012-02-17,1,2022-11-08,Master,378930,Bicycle
S1430,Richard,Oliver,Male,2012-05-05,7,2021-01-11,High School,480311,Bicycle
S1431,Tracy,Reilly,Male,2011-09-30,12,2023-03-01,High School,593878,Walk
S1432,David,Pitts,Female,2013-01-31,11,2024-04-05,Master,601002,Bicycle
S1433,Katherine,Lewis,Female,2008-12-03,3,2024-06-23,Master,609024,Car
S1434,Kimberly,Sandoval,Female,2009-01-29,11,2022-09-25,Bachelor,689711,Bicycle
S1435,Virginia,Brown,Male,2009-11-27,4,2024-01-25,Bachelor,635196,Car
S1436,Christopher,Carr,Male,2012-11-29,5,2021-11-07,Bachelor,789142,Walk
S1437,Sarah,Davis,Female,2016-03-30,6,2023-11-20,Master,415746,Car
S1438,Curtis,Campos,Female,2009-04-13,2,2021-01-06,PhD,759489,Bicycle
S1439,Megan,Moon,Female,2019-08-15,6,2023-12-04,High School,354561,Bus
S1440,James,Mason,Female,2012-03-13,12,2021-12-07,None,413188,Bicycle
S1441,Michele,Martinez,Female,2016-06-09,12,2024-09-09,Master,274381,Walk
S1442,Keith,Graham,Female,2017-04-28,9,2021-08-03,Bachelor,193941,Bus
S1443,Jacqueline,Smith,Male,2008-12-06,4,2022-04-10,None,752371,Walk
S1444,Brenda,Sexton,Male,2018-08-19,1,2021-06-07,None,483377,Car
S1445,Mackenzie,Byrd,Female,2010-12-04,2,2023-12-15,High School,55433,Walk
S1446,James,Price,Female,2014-07-24,11,2021-09-04,Master,550641,Walk
S1447,Debra,Jones,Female,2018-06-24,6,2024-02-27,Bachelor,727273,Bus
S1448,Jenna,Beltran,Male,2008-11-25,11,2025-07-25,PhD,293500,Bus
S1449,Michelle,Burns,Male,2008-06-19,7,2024-07-31,High School,88105,Bicycle
S1450,Andrea,Carson,Female,2016-10-17,3,2023-12-17,Bachelor,969331,Bus
S1451,Cindy,Schroeder,Male,2009-09-27,5,2022-06-29,PhD,682063,Bus
S1452,Tony,Ayala,Female,2016-04-18,5,2025-01-04,Master,722464,Bicycle
S1453,Joseph,Baker,Male,2019-03-20,9,2023-07-21,Master,336090,Walk
S1454,Jeffery,Ellis,Male,2012-12-15,6,2023-09-26,High School,816634,Bicycle
S1455,Sarah,Davis,Female,2019-03-03,12,2022-05-12,High School,64768,Car
S1456,Elizabeth,Lane,Female,2014-08-24,10,2025-01-09,High School,234019,Bicycle
S1457,Craig,Pitts,Female,2019-06-07,9,2025-08-13,Bachelor,140951,Bicycle
S1458,Stacy,Ramirez,Male,2007-03-24,3,2025-01-12,High School,550646,Car
S1459,David,Duncan,Male,2015-05-17,1,2023-07-27,Bachelor,452206,Walk
S1460,Kayla,Huynh,Female,2007-06-11,5,2023-10-14,Bachelor,366613,Bus
S1461,Kristin,Foster,Female,2018-12-03,11,2022-09-01,Bachelor,776420,Walk
S1462,Thomas,Wallace,Male,2006-12-23,11,2024-05-18,None,538002,Car
S1463,Geoffrey,Curtis,Male,2018-04-27,7,2021-07-13,PhD,988599,Car
S1464,Kathy,Johnson,Male,2011-04-11,11,2021-10-14,Bachelor,435397,Walk
S1465,Mary,Berger,Male,2015-06-28,3,2021-08-01,Master,210626,Bicycle
S1466,Janet,Stout,Female,2019-08-19,7,2021-05-14,PhD,543699,Walk
S1467,Ryan,Johnson,Male,2008-08-29,11,2021-03-30,PhD,965548,Bus
S1468,Timothy,Berg,Female,2015-07-21,9,2024-04-09,Bachelor,131896,Bus
S1469,Carrie,Smith,Male,2008-05-26,9,2024-12-22,PhD,261976,Walk
S1470,Lynn,Jones,Male,2009-06-29,6,2022-04-01,PhD,513303,Bus
S1471,Morgan,Scott,Male,2016-07-06,12,2020-09-21,PhD,562573,Bus
S1472,Linda,Lopez,Female,2013-01-07,1,2021-03-24,Master,188353,Bicycle
S1473,Nicole,Rodriguez,Female,2016-01-31,10,2025-08-03,None,635941,Bicycle
S1474,Shari,Thompson,Female,2018-09-11,12,2024-02-12,None,465182,Car
S1475,Kenneth,Tran,Male,2008-01-27,12,2024-05-31,High School,656403,Bus
S1476,Patrick,Hopkins,Male,2012-11-10,7,2024-11-03,Bachelor,784406,Bus
S1477,Adam,Morrison,Male,2014-05-12,2,2023-11-01,Master,83276,Car
S1478,Joshua,Hayes,Female,2007-04-15,3,2024-09-20,High School,853028,Bicycle
S1479,Thomas,Baker,Female,2015-01-13,7,2020-09-03,Master,961862,Bicycle
S1480,Madison,Leblanc,Female,2016-06-27,2,2025-05-24,PhD,189449,Car
S1481,Kevin,Gonzales,Male,2008-06-05,3,2021-07-21,PhD,462151,Walk
S1482,Alicia,Gonzalez,Male,2013-01-31,1,2023-08-10,None,362856,Bicycle
S1483,James,Vazquez,Female,2018-10-30,9,2022-08-20,Master,913355,Walk
S1484,Christopher,Young,Male,2007-03-09,8,2022-08-06,Bachelor,212656,Car
S1485,Christine,Lewis,Male,2009-08-20,12,2021-10-02,None,83782,Bicycle
S1486,Thomas,Holden,Male,2006-09-02,4,2023-11-26,High School,120559,Bus
S1487,Sarah,Delacruz,Male,2008-11-01,8,2021-01-14,PhD,754667,Bus
S1488,Eric,Green,Male,2008-04-02,12,2022-11-21,None,471805,Bicycle
S1489,Brian,Davis,Male,2012-10-09,9,2022-07-24,High School,841030,Bus
S1490,Stacy,Tyler,Male,2011-05-06,9,2021-05-09,Bachelor,295536,Car
S1491,Jimmy,Anderson,Female,2009-11-22,4,2021-04-28,Bachelor,968823,Walk
S1492,Sarah,Allen,Male,2017-04-04,7,2021-03-02,Bachelor,338519,Bus
S1493,Katrina,Lucero,Male,2006-10-25,11,2024-11-27,Master,632851,Bicycle
S1494,Michael,Rodriguez,Male,2009-07-03,6,2021-11-08,Master,873975,Car
S1495,Emily,Tran,Female,2015-02-14,7,2024-02-23,High School,364455,Bicycle
S1496,Justin,Weeks,Male,2010-05-28,9,2025-07-04,Master,302673,Walk
S1497,Anthony,Guerra,Female,2016-03-27,12,2023-09-04,High School,894917,Bicycle
S1498,Gwendolyn,Mckinney,Male,2015-10-03,9,2023-11-25,Master,486740,Walk
S1499,Renee,Harris,Female,2011-10-26,4,2023-07-31,Bachelor,263214,Car
S1500,Tammy,Miranda,Male,2017-05-07,8,2023-03-25,Bachelor,146955,Walk
S1501,Gina,Thomas,Male,2016-11-04,5,2020-12-27,Master,756396,Bus
S1502,Jacob,Foley,Male,2013-04-04,4,2021-05-13,PhD,809489,Walk
S1503,Cassandra,Gonzalez,Female,2018-04-15,4,2020-09-21,Bachelor,367915,Bus
S1504,Jennifer,Clark,Male,2009-01-13,4,2021-06-09,None,833159,Bicycle
S1505,Jeffrey,Flores,Male,2018-03-11,12,2024-02-03,PhD,787954,Walk
S1506,Tiffany,Wolfe,Female,2017-04-16,4,2025-05-23,PhD,387237,Car
S1507,Shawn,Schaefer,Female,2012-03-10,8,2021-08-26,PhD,730233,Car
S1508,Julie,Lambert,Female,2013-07-02,5,2023-09-22,Bachelor,587727,Bicycle
S1509,Charles,Ramirez,Female,2007-04-09,2,2022-07-21,Master,848625,Car
S1510,Jennifer,White,Male,2010-10-19,6,2024-02-27,Bachelor,484037,Bus
S1511,Jacqueline,Burns,Male,2013-06-25,12,2025-04-09,High School,67007,Car
S1512,Valerie,Fields,Female,2012-02-18,5,2023-09-01,High School,255721,Car
S1513,Stephanie,Harvey,Male,2007-05-20,7,2021-01-09,PhD,923844,Walk
S1514,Michael,Williamson,Female,2012-02-12,9,2024-01-30,Bachelor,319826,Bicycle
S1515,Pedro,Smith,Female,2007-10-30,8,2025-02-28,High School,818367,Car
S1516,Erika,Hughes,Male,2015-10-05,3,2022-06-30,PhD,562036,Walk
S1517,Karen,Young,Male,2015-03-03,9,2024-10-29,None,929827,Bus
S1518,Karen,Petersen,Male,2019-07-15,1,2025-04-20,Master,194170,Walk
S1519,Robert,May,Male,2018-11-13,12,2025-04-23,High School,59585,Walk
S1520,James,Hall,Female,2007-08-26,6,2020-10-02,None,697847,Bicycle
S1521,Christina,Hess,Female,2008-03-02,1,2021-10-14,None,608065,Bicycle
S1522,Jeffrey,Williamson,Male,2018-02-11,1,2024-02-06,PhD,807273,Car
S1523,Jerry,Lee,Female,2007-06-08,1,2021-08-11,PhD,902657,Bicycle
S1524,Alexis,Gonzalez,Male,2019-03-24,2,2023-01-16,None,599857,Walk
S1525,Erika,White,Male,2012-05-11,4,2022-04-11,PhD,602029,Car
S1526,Peter,Fisher,Female,2015-12-04,5,2023-10-09,Master,132857,Car
S1527,Lynn,Vincent,Female,2019-01-16,8,2025-02-16,PhD,305021,Walk
S1528,Kelly,Andrews,Female,2011-03-07,11,2023-06-27,None,735491,Bus
S1529,Michael,Thompson,Male,2015-01-31,7,2021-08-15,Master,445490,Bicycle
S1530,Maria,Marshall,Male,2013-07-19,11,2025-02-13,None,786986,Walk
S1531,Michael,Garcia,Male,2015-05-15,8,2024-10-09,Master,726234,Car
S1532,Jeffrey,Martin,Male,2018-09-05,9,2025-03-23,None,290927,Walk
S1533,Rachel,Bird,Female,2009-07-08,5,2023-01-24,None,127959,Car
S1534,William,Ramsey,Male,2014-07-30,3,2022-03-16,Bachelor,66418,Walk
S1535,Amy,Ruiz,Male,2011-06-24,12,2024-06-07,Master,130674,Car
S1536,Claudia,Taylor,Male,2018-09-10,10,2022-03-22,High School,644223,Bicycle
S1537,Jason,Williams,Female,2008-12-13,7,2020-11-26,High School,878897,Bus
S1538,Daniel,Brown,Female,2011-04-14,1,2021-05-15,None,508320,Walk
S1539,Steven,Mendez,Male,2012-10-07,6,2024-11-24,PhD,856360,Bicycle
S1540,Joel,Brown,Female,2008-05-22,1,2021-09-06,Bachelor,871609,Bicycle
S1541,Matthew,Young,Female,2016-01-21,4,2024-12-26,Bachelor,629902,Bicycle
S1542,Alexander,Carson,Female,2011-07-31,3,2022-08-05,PhD,742764,Bicycle
S1543,Jason,Little,Male,2006-10-13,10,2025-04-27,Bachelor,886821,Walk
S1544,Sharon,Howard,Male,2015-06-26,2,2022-11-11,Bachelor,211712,Bicycle
S1545,Laura,Lopez,Male,2012-03-26,12,2021-08-04,Master,382061,Car
S1546,Jonathan,Ellis,Male,2019-02-15,2,2023-08-15,None,373241,Bicycle
S1547,Jennifer,Hall,Female,2017-10-21,5,2023-10-05,None,188943,Bus
S1548,Evelyn,Banks,Male,2016-12-08,7,2025-02-18,Master,634041,Bicycle
S1549,Natasha,Mendoza,Male,2016-10-02,1,2025-07-01,None,421106,Bus
S1550,Nancy,Mccarty,Female,2018-01-08,7,2023-11-01,None,356024,Bicycle
S1551,Brenda,Grimes,Female,2012-01-16,2,2022-08-19,PhD,999178,Walk
S1552,Mario,Howell,Male,2011-09-02,11,2020-11-15,Master,227735,Walk
S1553,Sydney,Weeks,Female,2017-07-20,5,2023-06-23,Bachelor,567077,Walk
S1554,Travis,Matthews,Male,2012-10-11,3,2024-07-01,Master,339366,Bicycle
S1555,Anthony,Green,Female,2016-01-26,8,2022-12-29,None,428666,Car
S1556,George,Miles,Male,2011-04-23,12,2021-01-24,Master,672651,Walk
S1557,Andre,Martin,Female,2014-06-19,2,2023-05-27,High School,369457,Bus
S1558,Martin,Gould,Female,2010-07-06,6,2025-07-07,PhD,448343,Car
S1559,Stephen,Hardy,Female,2018-04-20,6,2025-03-03,Master,905088,Walk
S1560,Megan,Watson,Female,2013-08-22,6,2023-09-20,PhD,779066,Walk
S1561,Thomas,Lawrence,Female,2008-01-11,6,2024-08-05,High School,467584,Car
S1562,Ashley,Ramirez,Female,2006-09-10,12,2025-08-16,Master,653853,Walk
S1563,Alyssa,Hunter,Female,2016-04-14,7,2025-04-18,Bachelor,906156,Bicycle
S1564,Jose,Phillips,Female,2010-07-20,2,2023-11-03,PhD,259505,Walk
S1565,Tyler,Hughes,Male,2010-07-18,12,2021-09-01,Master,792776,Walk
S1566,Matthew,Singh,Female,2009-01-20,5,2024-05-31,None,908747,Bicycle
S1567,Jaime,Hill,Female,2018-12-03,3,2025-06-01,Bachelor,303777,Car
S1568,Kevin,Wells,Male,2013-01-01,12,2021-04-27,Master,877406,Bicycle
S1569,Michael,Peck,Male,2008-01-26,8,2024-01-14,PhD,552514,Bicycle
S1570,Logan,Mayer,Female,2013-01-02,9,2022-06-28,None,879130,Car
S1571,Michael,Smith,Male,2008-12-15,2,2022-06-30,High School,739545,Car
S1572,Thomas,Berger,Male,2011-01-01,11,2024-12-27,PhD,96448,Bicycle
S1573,Miguel,Coffey,Female,2018-12-23,7,2022-11-08,None,61060,Bus
S1574,Gary,Phillips,Female,2006-11-13,4,2025-03-15,PhD,833132,Walk
S1575,Donald,Cooke,Female,2008-11-30,6,2024-10-07,Master,535556,Walk
S1576,Elizabeth,Horton,Female,2013-07-17,1,2023-12-03,Master,159627,Car
S1577,Daniel,Myers,Female,2016-05-17,2,2022-08-31,None,921699,Walk
S1578,Robert,Hunt,Female,2007-07-10,5,2024-12-16,Bachelor,527450,Walk
S1579,Tina,Perry,Female,2007-07-04,6,2021-11-16,Master,152365,Bicycle
S1580,Alexandria,Herman,Female,2010-08-07,6,2021-09-02,None,364849,Bus
S1581,Rachel,Hahn,Male,2009-02-17,1,2020-09-05,Bachelor,729445,Bus
S1582,Elizabeth,Garrison,Male,2011-10-20,12,2022-10-08,High School,591058,Walk
S1583,Karen,Phillips,Male,2007-11-16,6,2024-12-31,PhD,497080,Bicycle
S1584,Lynn,Webb,Male,2015-01-13,7,2022-09-07,High School,245440,Bicycle
S1585,Deanna,Wright,Female,2015-03-10,1,2021-03-07,PhD,975994,Walk
S1586,Abigail,Macias,Female,2011-12-18,10,2023-04-23,Master,457723,Bus
S1587,Sandra,Walls,Male,2015-05-31,4,2023-05-26,Bachelor,838870,Bus
S1588,Cheryl,Davis,Male,2013-03-30,9,2021-03-05,High School,433561,Car
S1589,Danielle,King,Male,2012-01-14,8,2025-01-26,None,325097,Bicycle
S1590,Michelle,Allison,Female,2013-04-19,10,2021-03-27,Master,691003,Bicycle
S1591,Richard,Adams,Male,2016-04-01,6,2025-06-04,Bachelor,936589,Bicycle
S1592,Alejandro,Rice,Male,2009-07-31,11,2022-02-05,Bachelor,694333,Bus
S1593,Joan,Mccullough,Male,2010-02-26,6,2023-06-30,None,300161,Car
S1594,Andrew,Gray,Male,2007-08-19,3,2025-04-30,Bachelor,777120,Walk
S1595,Thomas,Myers,Female,2011-03-03,7,2022-10-27,PhD,194564,Bicycle
S1596,Austin,Kemp,Female,2011-09-23,3,2024-08-23,Master,716371,Walk
S1597,Tracy,Rogers,Male,2009-06-15,8,2021-05-07,Bachelor,197111,Walk
S1598,Danielle,Garcia,Female,2009-09-25,8,2022-08-12,PhD,106215,Car
S1599,Anthony,Williams,Male,2016-11-20,8,2020-11-29,High School,254607,Bicycle
S1600,Michele,Austin,Female,2016-08-27,7,2021-02-18,Master,485820,Bicycle
S1601,Robert,Johnson,Female,2017-04-06,3,2022-03-15,None,642862,Bus
S1602,Connie,Burke,Male,2010-11-13,5,2022-02-10,None,338204,Walk
S1603,Tony,Anderson,Female,2009-11-28,3,2022-09-03,Master,643127,Bicycle
S1604,Michael,Fox,Male,2018-10-27,10,2021-07-04,None,330901,Car
S1605,Riley,Lopez,Male,2014-08-30,12,2022-05-21,Master,622892,Walk
S1606,Felicia,Lutz,Female,2009-08-11,2,2022-09-16,High School,362170,Bus
S1607,David,Roberts,Female,2008-08-02,5,2023-02-26,Bachelor,954081,Bus
S1608,Erica,Scott,Female,2016-05-29,2,2025-04-28,High School,270073,Car
S1609,Scott,Arnold,Female,2014-11-05,3,2023-03-28,PhD,195998,Walk
S1610,Evelyn,Jackson,Male,2010-04-30,1,2021-11-03,PhD,417856,Car
S1611,Craig,Vega,Male,2012-11-18,6,2024-01-08,Bachelor,353387,Car
S1612,Sharon,Thomas,Male,2008-11-29,3,2024-10-31,Master,112165,Car
S1613,Brian,Faulkner,Male,2017-10-25,12,2023-01-18,High School,311805,Walk
S1614,Annette,Myers,Female,2011-01-28,4,2024-08-30,Master,563234,Walk
S1615,Christopher,Johnson,Female,2013-07-12,11,2024-02-12,Master,443396,Bicycle
S1616,Heather,Ochoa,Male,2009-08-07,11,2021-12-07,None,472419,Car
S1617,Lance,Cruz,Female,2015-04-05,8,2023-08-22,Master,393187,Bus
S1618,Daniel,Reynolds,Male,2011-05-22,12,2020-10-31,Master,715678,Car
S1619,Holly,Washington,Male,2019-07-12,9,2025-04-18,Master,278411,Bicycle
S1620,Brett,Ward,Male,2010-07-18,8,2024-05-22,Bachelor,388548,Car
S1621,Justin,Mosley,Female,2010-06-29,9,2021-03-05,PhD,186937,Bicycle
S1622,Robert,Murphy,Female,2007-05-10,11,2021-04-02,None,98174,Bus
S1623,Kathleen,Smith,Female,2016-05-14,1,2024-04-05,None,949312,Walk
S1624,Rebecca,Allen,Female,2012-11-23,8,2023-12-18,None,498580,Walk
S1625,Donna,Franco,Male,2018-11-22,11,2024-08-27,Bachelor,216699,Car
S1626,James,Ramirez,Male,2011-01-06,11,2024-07-21,Bachelor,312552,Bus
S1627,Joshua,Espinoza,Female,2016-03-05,11,2024-12-02,High School,104302,Bicycle
S1628,Frederick,Smith,Female,2009-01-29,12,2023-09-21,High School,500081,Bus
S1629,Bailey,Martinez,Male,2015-01-07,1,2025-07-15,High School,549968,Bus
S1630,Matthew,Ross,Male,2017-04-26,10,2022-05-15,High School,594676,Bicycle
S1631,Melissa,Thomas,Male,2009-07-05,1,2021-06-22,Bachelor,906800,Bus
S1632,Melissa,Hernandez,Female,2009-06-09,12,2021-01-13,High School,550905,Bus
